version	tax_id	scientific_name	last_updated	base_count	accession
1	28584	Drosophila suzukii	2024-06-11	178754567	GCA_037355615
1	7246	Drosophila affinis	2024-03-20	186989759	GCA_037356375
1	28584	Drosophila suzukii	2025-01-16	282295391	GCA_043229965
1	7230	Drosophila mojavensis	2024-12-23	181339093	GCA_046254515
1	7227	Drosophila melanogaster	2025-04-30	161631083	GCA_048772135
1	38838	Drosophila testacea	2025-04-07	162362281	GCA_049353305
1	38838	Drosophila testacea	2025-04-07	165734154	GCA_049353325
1	28584	Drosophila suzukii	2025-04-30	157346288	GCA_050084665
1	7244	Drosophila virilis	2025-06-01	168435757	GCA_050656195
1	38839	Drosophila neotestacea	2025-07-13	165053488	GCA_051313765
1	38840	Drosophila putrida	2025-07-13	148137027	GCA_051313775
1	119223	Drosophila orientacea	2025-07-13	158478301	GCA_051314205
1	188282	Drosophila bizonata	2025-07-13	190643251	GCA_051314225
1	38838	Drosophila testacea	2025-07-13	158094258	GCA_051314245
1	95623	Drosophila palustris	2025-07-29	186238525	GCA_051621885
4	7227	Drosophila melanogaster	2016-03-10	143726002	GCA_000001215
3	7227	Drosophila melanogaster	2016-03-10	143706478	GCA_000001215
2	7227	Drosophila melanogaster	2016-11-29	139465864	GCA_000001215
3	46245	Drosophila pseudoobscura pseudoobscura	2018-06-27	164662283	GCA_000001765
2	46245	Drosophila pseudoobscura pseudoobscura	2013-04-15	152696384	GCA_000001765
1	46245	Drosophila pseudoobscura pseudoobscura	2013-04-16	152738921	GCA_000001765
1	7217	Drosophila ananassae	2014-01-23	230993012	GCA_000005115
1	7220	Drosophila erecta	2014-01-23	152712140	GCA_000005135
1	7222	Drosophila grimshawi	2014-01-23	200467819	GCA_000005155
1	7230	Drosophila mojavensis	2020-03-05	193826310	GCA_000005175
1	7234	Drosophila persimilis	2014-01-23	188374079	GCA_000005195
1	7238	Drosophila sechellia	2014-02-06	166577145	GCA_000005215
1	7244	Drosophila virilis	2022-12-03	206026697	GCA_000005245
1	7260	Drosophila willistoni	2016-11-29	235516348	GCA_000005925
1	7245	Drosophila yakuba	2022-12-02	165693946	GCA_000005975
1	46245	Drosophila pseudoobscura pseudoobscura	2022-11-30	164365884	GCA_000149495
1	7240	Drosophila simulans	2022-09-25	85059129	GCA_000180855
1	7240	Drosophila simulans	2022-09-25	84749630	GCA_000180875
1	7240	Drosophila simulans	2022-09-25	65035605	GCA_000180915
1	7240	Drosophila simulans	2022-09-25	78512494	GCA_000180935
1	7240	Drosophila simulans	2022-09-25	104910145	GCA_000180955
1	7240	Drosophila simulans	2022-09-25	91034908	GCA_000180975
2	30025	Drosophila ficusphila	2016-04-18	152439475	GCA_000220665
1	30025	Drosophila ficusphila	2016-11-30	152437402	GCA_000220665
2	30023	Drosophila elegans	2016-04-18	171267669	GCA_000224195
1	30023	Drosophila elegans	2016-11-30	171239642	GCA_000224195
2	30033	Drosophila kikkawai	2016-04-18	164292578	GCA_000224215
1	30033	Drosophila kikkawai	2016-11-30	164317633	GCA_000224215
2	29030	Drosophila takahashii	2016-04-18	182106768	GCA_000224235
1	29030	Drosophila takahashii	2016-11-30	182069776	GCA_000224235
2	125945	Drosophila biarmipes	2016-04-18	169378599	GCA_000233415
1	125945	Drosophila biarmipes	2016-11-30	169375387	GCA_000233415
2	42026	Drosophila bipectinata	2016-04-18	167263958	GCA_000236285
1	42026	Drosophila bipectinata	2016-11-30	167246727	GCA_000236285
2	1041015	Drosophila rhopaloa	2016-04-18	197375704	GCA_000236305
1	1041015	Drosophila rhopaloa	2016-11-30	197384455	GCA_000236305
2	29029	Drosophila eugracilis	2016-04-18	156942009	GCA_000236325
1	29029	Drosophila eugracilis	2016-11-30	156925476	GCA_000236325
1	7240	Drosophila simulans	2022-12-05	141125704	GCA_000259045
1	7240	Drosophila simulans	2012-04-24	137828247	GCA_000259055
2	7229	Drosophila miranda	2013-04-18	136728780	GCA_000269505
1	7229	Drosophila miranda	2016-11-30	130836552	GCA_000269505
1	7291	Drosophila albomicans	2022-12-05	253560284	GCA_000298335
1	28584	Drosophila suzukii	2022-09-25	171590470	GCA_000326985
1	28584	Drosophila suzukii	2013-09-29	232923092	GCA_000472105
1	7227	Drosophila melanogaster	2022-09-25	153282145	GCA_000705575
3	7240	Drosophila simulans	2022-12-12	124948802	GCA_000754195
2	7240	Drosophila simulans	2022-12-12	124966452	GCA_000754195
1	7240	Drosophila simulans	2017-07-26	123940107	GCA_000754195
1	7227	Drosophila melanogaster	2022-12-12	164080454	GCA_000778455
1	7240	Drosophila simulans	2022-12-13	121269740	GCA_000820565
1	7227	Drosophila melanogaster	2022-11-07	117810628	GCA_001014345
1	30019	Drosophila busckii	2022-11-07	113095133	GCA_001014355
1	7229	Drosophila miranda	2022-11-07	131486098	GCA_001014365
1	7237	Drosophila pseudoobscura	2022-09-25	119047972	GCA_001014495
1	7291	Drosophila albomicans	2022-11-07	149768605	GCA_001014995
1	40366	Drosophila americana	2022-09-25	166080438	GCA_001245305
1	40366	Drosophila americana	2022-09-25	163286826	GCA_001245395
1	30019	Drosophila busckii	2020-04-27	135748557	GCA_001277935
2	7232	Drosophila navojoa	2019-08-05	147357603	GCA_001654015
1	7232	Drosophila navojoa	2016-05-31	115885644	GCA_001654015
1	7263	Drosophila arizonae	2022-12-21	141386800	GCA_001654025
1	7227	Drosophila melanogaster	2017-03-20	138490501	GCA_002050065
2	7274	Drosophila serrata	2023-02-26	196034539	GCA_002093755
1	7274	Drosophila serrata	2017-04-16	198035861	GCA_002093755
1	7282	Drosophila obscura	2017-07-12	181868570	GCA_002217835
1	42026	Drosophila bipectinata	2017-07-19	120630095	GCA_002222825
1	125945	Drosophila biarmipes	2017-07-19	141896415	GCA_002222855
1	42062	Drosophila nasuta	2017-07-19	137224182	GCA_002222885
1	29030	Drosophila takahashii	2017-07-19	124362062	GCA_002223445
1	7227	Drosophila melanogaster	2022-12-27	144125362	GCA_002300595
1	7227	Drosophila melanogaster	2023-05-02	120381044	GCA_002310755
1	7227	Drosophila melanogaster	2023-05-02	120380941	GCA_002310775
1	7241	Drosophila subobscura	2017-11-03	117291146	GCA_002749795
1	7224	Drosophila hydei	2017-11-16	139940643	GCA_002780465
1	40370	Drosophila montana	2023-01-01	183585048	GCA_003086615
1	7248	Drosophila athabasca	2018-07-22	130277606	GCA_003185025
2	7244	Drosophila virilis	2020-04-27	189443829	GCA_003285735
1	7244	Drosophila virilis	2018-10-30	189402274	GCA_003285735
3	47314	Drosophila novamexicana	2020-04-27	177223868	GCA_003285875
2	47314	Drosophila novamexicana	2018-10-31	182394971	GCA_003285875
1	47314	Drosophila novamexicana	2018-10-30	182212895	GCA_003285875
2	7224	Drosophila hydei	2020-04-27	153741574	GCA_003285905
1	7224	Drosophila hydei	2018-10-30	153721208	GCA_003285905
3	7217	Drosophila ananassae	2020-04-27	217108776	GCA_003285975
2	7217	Drosophila ananassae	2018-10-30	221283163	GCA_003285975
1	7217	Drosophila ananassae	2018-10-30	221342340	GCA_003285975
2	7234	Drosophila persimilis	2020-04-27	195512972	GCA_003286085
1	7234	Drosophila persimilis	2018-10-30	195359523	GCA_003286085
2	7220	Drosophila erecta	2020-04-27	146538397	GCA_003286155
1	7220	Drosophila erecta	2018-10-30	146440952	GCA_003286155
2	7229	Drosophila miranda	2019-09-22	287096000	GCA_003369915
1	7229	Drosophila miranda	2020-04-06	287114518	GCA_003369915
2	7227	Drosophila melanogaster	2023-01-03	137459821	GCA_003397115
1	7227	Drosophila melanogaster	2018-08-16	137459821	GCA_003397115
1	7227	Drosophila melanogaster	2023-01-03	137707168	GCA_003401685
1	7227	Drosophila melanogaster	2023-01-03	137668148	GCA_003401735
1	7227	Drosophila melanogaster	2023-01-03	140687039	GCA_003401745
1	7227	Drosophila melanogaster	2023-01-03	133341829	GCA_003401795
1	7227	Drosophila melanogaster	2023-01-03	142347001	GCA_003401805
1	7227	Drosophila melanogaster	2023-01-03	138931909	GCA_003401855
1	7227	Drosophila melanogaster	2023-01-03	133227439	GCA_003401885
1	7227	Drosophila melanogaster	2023-01-03	146861278	GCA_003401915
1	7227	Drosophila melanogaster	2023-01-03	135976767	GCA_003401925
1	7227	Drosophila melanogaster	2023-01-03	137485636	GCA_003401975
1	7227	Drosophila melanogaster	2023-01-03	136260999	GCA_003402005
1	7227	Drosophila melanogaster	2023-01-03	136257826	GCA_003402015
1	7227	Drosophila melanogaster	2023-01-03	136193954	GCA_003402055
1	7252	Drosophila melanica	2022-11-07	149951920	GCA_004143765
1	7252	Drosophila melanica	2019-08-15	174880844	GCA_004143785
1	7257	Drosophila robusta	2022-11-07	179073841	GCA_004143805
1	189258	Drosophila micromelanica	2019-08-15	156838486	GCA_004143825
1	119604	Drosophila lacertosa	2019-08-15	154130906	GCA_004143845
1	119604	Drosophila lacertosa	2019-08-15	164709851	GCA_004143865
1	7257	Drosophila robusta	2019-08-15	179543486	GCA_004143875
1	189258	Drosophila micromelanica	2022-11-07	146387375	GCA_004143905
1	499227	Drosophila nigromelanica	2019-08-15	162543777	GCA_004149445
1	499227	Drosophila nigromelanica	2019-08-15	155317739	GCA_004149465
1	7237	Drosophila pseudoobscura	2020-05-31	193980066	GCA_004329205
2	198719	Drosophila innubila	2020-12-22	166284835	GCA_004354385
1	198719	Drosophila innubila	2019-03-19	167994222	GCA_004354385
1	7226	Drosophila mauritiana	2020-02-27	152317181	GCA_004382145
1	7240	Drosophila simulans	2020-02-27	146773509	GCA_004382185
2	7238	Drosophila sechellia	2023-02-18	153103154	GCA_004382195
1	7238	Drosophila sechellia	2019-04-15	154189398	GCA_004382195
1	7227	Drosophila melanogaster	2019-04-28	133403897	GCA_004798055
2	7227	Drosophila melanogaster	2023-01-15	141550979	GCA_004798075
1	7227	Drosophila melanogaster	2019-04-28	141561994	GCA_004798075
1	125945	Drosophila biarmipes	2019-05-07	224092364	GCA_005234255
1	7249	Drosophila azteca	2020-04-27	219083522	GCA_005876895
1	7233	Drosophila orena	2020-04-27	182891478	GCA_005876975
1	154130	Drosophila neonasuta	2019-05-28	131273702	GCA_005889595
1	7227	Drosophila melanogaster	2024-10-03	168557140	GCA_042606445
1	7227	Drosophila melanogaster	2024-10-03	172466106	GCA_042606455
1	7227	Drosophila melanogaster	2024-10-03	170239231	GCA_042606465
1	7245	Drosophila yakuba	2025-02-07	151315748	GCA_047112585
1	67534	Drosophila triauraria	2025-07-14	199687801	GCA_047115555
1	7243	Drosophila teissieri	2025-07-14	152436577	GCA_047115575
1	7244	Drosophila virilis	2025-07-14	168165282	GCA_047115595
1	46794	Drosophila tropicalis	2025-07-14	211044749	GCA_047115605
1	7260	Drosophila willistoni	2025-07-14	185666792	GCA_047115615
1	29030	Drosophila takahashii	2025-07-14	165516162	GCA_047115775
1	7240	Drosophila simulans	2025-07-14	133570711	GCA_047115815
1	7241	Drosophila subobscura	2025-07-14	136897520	GCA_047115845
1	7237	Drosophila pseudoobscura	2025-07-14	149822818	GCA_047115875
1	67533	Drosophila rufa	2025-07-14	208440671	GCA_047115885
1	7238	Drosophila sechellia	2025-07-14	147908742	GCA_047115935
1	65965	Drosophila pseudoananassae pseudoananassae	2025-07-14	193745670	GCA_047116095
1	186283	Drosophila parabipectinata	2025-07-14	209868713	GCA_047116105
1	7234	Drosophila persimilis	2025-07-14	152834719	GCA_047116115
1	46793	Drosophila paulistorum	2025-07-14	256858952	GCA_047116125
1	7227	Drosophila melanogaster	2025-07-14	144708921	GCA_047116165
1	195057	Drosophila malerkotliana malerkotliana	2025-07-14	191317104	GCA_047116305
1	7226	Drosophila mauritiana	2025-07-14	130138990	GCA_047116325
1	47316	Drosophila littoralis	2025-07-14	236794385	GCA_047116335
1	296644	Drosophila malerkotliana pallens	2025-07-14	191132183	GCA_047116355
1	30033	Drosophila kikkawai	2025-07-14	188802563	GCA_047116395
1	46790	Drosophila equinoxialis	2025-07-14	221284248	GCA_047116475
1	46792	Drosophila insularis	2025-07-14	212412242	GCA_047116485
1	111875	Drosophila jambulina	2025-07-14	179657333	GCA_047116535
1	7220	Drosophila erecta	2025-07-14	135659413	GCA_047116545
1	74549	Drosophila bocqueti	2025-07-14	172415541	GCA_047116555
1	7217	Drosophila ananassae	2025-07-14	173964250	GCA_047116655
1	42026	Drosophila bipectinata	2025-07-14	192396522	GCA_047116715
1	40366	Drosophila americana	2025-07-14	183577241	GCA_047116735
1	47315	Drosophila auraria	2025-08-11	205806029	GCA_051940825
1	51159	Drosophila lutescens	2024-07-21	224792979	GCA_040802685
1	7226	Drosophila mauritiana	2024-05-15	147303385	GCA_039654645
1	7226	Drosophila mauritiana	2024-05-15	158817501	GCA_039654655
1	7226	Drosophila mauritiana	2024-05-15	154375007	GCA_039654665
1	7226	Drosophila mauritiana	2024-05-15	150671510	GCA_039654705
1	7227	Drosophila melanogaster	2024-05-19	163972132	GCA_039694015
1	7227	Drosophila melanogaster	2024-05-19	162689679	GCA_039694025
1	7240	Drosophila simulans	2024-05-20	147368283	GCA_039725575
1	7240	Drosophila simulans	2024-05-20	140882637	GCA_039725585
1	7240	Drosophila simulans	2024-05-20	143463430	GCA_039725595
1	7240	Drosophila simulans	2024-05-20	134082612	GCA_039725605
1	7240	Drosophila simulans	2024-05-20	168544730	GCA_039725655
1	7240	Drosophila simulans	2024-05-20	152025991	GCA_039725755
1	28584	Drosophila suzukii	2024-06-12	419710087	GCA_040114545
1	40367	Drosophila flavomontana	2024-06-23	194384978	GCA_040285225
1	40367	Drosophila flavomontana	2024-06-23	192581441	GCA_040285245
1	40370	Drosophila montana	2024-06-23	180951385	GCA_040285285
1	40370	Drosophila montana	2024-06-23	184314466	GCA_040285305
1	40370	Drosophila montana	2024-06-30	175046297	GCA_040436165
1	40370	Drosophila montana	2024-06-30	178787663	GCA_040436215
1	40370	Drosophila montana	2024-06-30	180922274	GCA_040436225
1	40370	Drosophila montana	2024-06-30	176642410	GCA_040436235
1	40370	Drosophila montana	2024-06-30	184195366	GCA_040436245
1	69217	Drosophila pallidosa	2024-07-21	153264702	GCA_040805635
1	30013	Drosophila madeirensis	2024-07-25	135508623	GCA_040893045
1	7230	Drosophila mojavensis	2025-07-14	154368700	GCA_051362635
1	112146	Drosophila bicornuta	2025-12-22	143203079	GCA_054127135
1	55946	Drosophila recens	2025-12-22	194650677	GCA_054127195
1	7263	Drosophila arizonae	2025-12-23	163535715	GCA_054131065
1	7232	Drosophila navojoa	2025-12-23	156713961	GCA_054131105
1	377587	Drosophila mojavensis baja	2025-12-23	161297707	GCA_054131185
1	377586	Drosophila mojavensis mojavensis	2025-12-23	160660502	GCA_054131215
1	943925	Drosophila mojavensis sonorensis	2025-12-23	158941400	GCA_054131245
1	7282	Drosophila obscura	2026-01-21	201581405	GCA_054601295
1	7282	Drosophila obscura	2026-01-21	201083973	GCA_054601315
1	7263	Drosophila arizonae	2026-01-22	162684375	GCA_054642915
1	7227	Drosophila melanogaster	2026-01-29	172806248	GCA_054828985
1	95625	Drosophila subpalustris	2026-02-02	172551766	GCA_054883435
1	7266	Drosophila guanche	2021-03-19	140653667	GCA_900245975
1	40366	Drosophila americana	2022-09-26	160223033	GCA_900465395
1	47314	Drosophila novamexicana	2022-09-26	157119713	GCA_900465405
1	7241	Drosophila subobscura	2023-01-12	129236726	GCA_900682585
1	7241	Drosophila subobscura	2023-01-26	126792960	GCA_903684685
1	7227	Drosophila melanogaster	2022-01-26	130593342	GCA_927717585
2	7240	Drosophila simulans	2024-05-28	135106533	GCA_927717595
1	7240	Drosophila simulans	2022-01-26	136164514	GCA_927717595
1	7240	Drosophila simulans	2022-01-26	132985690	GCA_927717605
1	7240	Drosophila simulans	2022-01-26	134383420	GCA_927718675
1	7227	Drosophila melanogaster	2022-01-26	131470283	GCA_927718685
1	7240	Drosophila simulans	2022-01-26	142051488	GCA_927718705
1	7227	Drosophila melanogaster	2022-01-26	131429677	GCA_927718715
1	7227	Drosophila melanogaster	2022-01-26	134572326	GCA_927720205
2	7283	Drosophila phalerata	2023-09-04	162594553	GCA_951394015
1	7283	Drosophila phalerata	2023-05-16	162594553	GCA_951394015
2	7283	Drosophila phalerata	2023-09-10	223932321	GCA_951394115
1	7283	Drosophila phalerata	2023-05-16	223932721	GCA_951394115
1	7221	Drosophila funebris	2023-07-07	124070449	GCA_958295065
1	7221	Drosophila funebris	2023-07-06	181096236	GCA_958295475
3	198718	Drosophila histrio	2025-11-19	212910769	GCA_958298985
1	198718	Drosophila histrio	2023-07-07	189005529	GCA_958298985
2	198718	Drosophila histrio	2023-09-10	189265483	GCA_958299025
1	198718	Drosophila histrio	2023-07-06	189265883	GCA_958299025
1	7253	Drosophila mercatorum	2023-07-30	161570079	GCA_961210375
1	7253	Drosophila mercatorum	2023-07-30	171182504	GCA_961210405
1	7250	Drosophila immigrans	2023-11-06	212503670	GCA_963583835
1	7282	Drosophila obscura	2023-11-06	731718	GCA_963583925
1	7282	Drosophila obscura	2023-11-06	174553542	GCA_963583975
1	7241	Drosophila subobscura	2023-11-06	129936659	GCA_963583985
1	7241	Drosophila subobscura	2023-11-06	1674471	GCA_963584015
1	7282	Drosophila obscura	2023-11-06	1803755	GCA_963584035
1	7241	Drosophila subobscura	2023-11-06	4721538	GCA_963584045
1	7282	Drosophila obscura	2023-11-06	189917091	GCA_963584055
1	7250	Drosophila immigrans	2023-11-06	209520433	GCA_963584065
1	7241	Drosophila subobscura	2023-11-06	138502723	GCA_963584095
1	42028	Drosophila limbata	2024-01-20	168346941	GCA_963924035
1	42028	Drosophila limbata	2024-01-20	233538449	GCA_963924055
1	77129	Drosophila helvetica	2024-03-06	152896262	GCA_963969575
1	77129	Drosophila helvetica	2024-03-06	224199711	GCA_963969585
1	7282	Drosophila obscura	2024-04-11	180742841	GCA_964023925
2	7282	Drosophila obscura	2025-08-02	66218251	GCA_964023955
1	7282	Drosophila obscura	2024-04-11	77364216	GCA_964023955
